product_id,vendor_id,market_date,customer_id,quantity,cost_to_customer_per_qty,transaction_time,customer_first_name,customer_last_name,customer_zip,product_name,product_size,product_category_id,product_qty_type,product_category_name,vendor_name,vendor_type,vendor_owner_first_name,vendor_owner_last_name,market_day,market_week,market_year,market_start_time,market_end_time,special_notes,market_season,market_min_temp,market_max_temp,market_rain_flag,market_snow_flag,booth_number,booth_price_level,booth_description,booth_type
1,7,31-07-2019,8,3.83,6.99,18:34:00,Norma,Valenzuela,22821,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,31-07-2019,19,3.69,6.99,18:11:00,Iva,,22804,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,,,,,,,,,,,,,,,,
1,7,31-07-2019,22,1.07,6.99,18:04:00,George,Rai,22801,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,03-08-2019,4,0.08,6.99,12:12:00,,Washington,22802,Habanero Peppers - Organic,medium,1,lbs,,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,03-08-2019,13,0.05,6.99,13:37:00,Jeremy,Gruber,22804,Habanero Peppers - Organic,,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,03-08-2019,13,2.36,6.99,13:46:00,Jeremy,Gruber,22804,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,07-08-2019,13,,6.99,18:38:00,Jeremy,Gruber,22804,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,07-08-2019,24,4.65,6.99,18:30:00,Dawn,Nale,22801,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,10-08-2019,2,0.32,6.99,08:26:00,Manuel,Diaz,22821,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,10-08-2019,2,1.29,,09:29:00,Manuel,Diaz,22821,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,10-08-2019,12,4.09,6.99,08:39:00,Jack,Wise,22821,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
,7,10-08-2019,23,4.57,6.99,13:20:00,Alvin,Laurie,22808,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,10-08-2019,23,0.46,6.99,13:39:00,Alvin,Laurie,22808,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,14-08-2019,5,2.35,6.99,17:32:00,Abigail,Harris,,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,14-08-2019,8,3.57,6.99,18:04:00,,Valenzuela,22821,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,14-08-2019,11,1.5,6.99,17:06:00,Richard,Paulson,22803,,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,14-08-2019,25,3.21,6.99,18:46:00,Bonnie,Hassan,22808,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,21-08-2019,11,1.59,6.99,18:18:00,Richard,Paulson,22803,Habanero Peppers - Organic,medium,,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,24-08-2019,10,1.67,6.99,08:35:00,Russell,Edwards,22803,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,24-08-2019,15,1.19,6.99,08:47:00,Darrell,Messina,22801,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,24-08-2019,16,4.48,6.99,11:00:00,Ada,Nieves,22801,Habanero Peppers - Organic,medium,1,,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,28-08-2019,,1.07,6.99,18:56:00,Manuel,Diaz,22821,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,28-08-2019,9,3.68,6.99,18:28:00,Janet,Forbes,22801,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,31-08-2019,5,2.4,6.99,10:00:00,Abigail,Harris,22801,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,31-08-2019,10,0.14,6.99,09:57:00,Russell,Edwards,,Habanero Peppers - Organic,medium,,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,,Bokashi,,,,,,,,,,,,,,,
1,7,,22,4.86,6.99,09:12:00,George,Rai,22801,Habanero Peppers - Organic,medium,1,,Fresh Fruits & Vegetables,,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,04-09-2019,4,2.28,6.99,18:33:00,Deanna,,22802,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
,7,,9,2.18,6.99,16:30:00,Janet,Forbes,22801,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,04-09-2019,20,5.67,6.99,17:57:00,Valerie,Loftis,22802,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,07-09-2019,8,0.94,6.99,,Norma,,22821,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,,,,,,,,,,,,,,,,
1,7,07-09-2019,12,2.04,6.99,,Jack,Wise,22821,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,07-09-2019,12,0.99,6.99,08:49:00,Jack,Wise,22821,Habanero Peppers - Organic,medium,,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,,14,0.03,6.99,09:09:00,William,,22801,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,07-09-2019,19,3.09,6.99,11:57:00,Iva,Kienzler,22804,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,,11-09-2019,4,,6.99,18:37:00,Deanna,Washington,22802,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,11-09-2019,7,1.54,6.99,,,Armenta,22821,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,11-09-2019,18,2.89,6.99,17:52:00,Jeri,Mitchell,22802,Habanero Peppers - Organic,medium,1,lbs,,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,11-09-2019,25,2.16,6.99,17:21:00,Bonnie,Hassan,22808,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,14-09-2019,2,4.14,6.99,13:49:00,Manuel,Diaz,22821,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,14-09-2019,6,2.94,6.99,13:42:00,Betty,Bullard,22803,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,18-09-2019,11,2.34,,18:41:00,Richard,Paulson,22803,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,,Bokashi,,,,,,,,,,,,,,,
,7,18-09-2019,17,0.04,6.99,17:14:00,Carlos,Diaz,22802,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,21-09-2019,6,1.99,,12:17:00,Betty,,22803,Habanero Peppers - Organic,medium,,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,21-09-2019,24,1.82,6.99,11:11:00,Dawn,Nale,22801,,,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,,21-09-2019,24,4.4,6.99,11:27:00,Dawn,Nale,22801,Habanero Peppers - Organic,medium,1,lbs,,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,25-09-2019,2,,6.99,16:47:00,Manuel,Diaz,22821,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,25-09-2019,3,,6.99,18:52:00,Bob,Wilson,22821,Habanero Peppers - Organic,medium,,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,25-09-2019,21,2.08,6.99,,Duane,Sipp,22801,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,28-09-2019,3,2.43,6.99,09:23:00,Bob,Wilson,22821,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,28-09-2019,13,1.14,6.99,08:54:00,Jeremy,Gruber,22804,Habanero Peppers - Organic,medium,,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,01-07-2020,2,1.03,6.99,18:54:00,Manuel,Diaz,22821,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,01-07-2020,7,0.63,6.99,17:21:00,Jessica,Armenta,22821,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,,Bokashi,,,,,,,,,,,,,,,
1,7,01-07-2020,11,3.64,6.99,18:16:00,Richard,Paulson,22803,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,,11,3.7,6.99,18:27:00,Richard,Paulson,22803,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,01-07-2020,25,0.04,6.99,17:54:00,Bonnie,Hassan,22808,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,01-07-2020,25,1.25,6.99,17:56:00,Bonnie,Hassan,22808,Habanero Peppers - Organic,medium,,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,04-07-2020,5,4.27,6.99,11:01:00,Abigail,Harris,22801,,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,04-07-2020,,0.62,,,Ada,Nieves,22801,Habanero Peppers - Organic,medium,1,,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,04-07-2020,21,1.82,6.99,10:21:00,Duane,Sipp,22801,Habanero Peppers - Organic,medium,1,,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,04-07-2020,,2.42,6.99,12:37:00,Tracie,Goehring,22821,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,08-07-2020,4,4.44,6.99,18:53:00,Deanna,Washington,22802,Habanero Peppers - Organic,medium,1,lbs,,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,08-07-2020,8,0.84,6.99,18:39:00,Norma,Valenzuela,22821,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,,Bokashi,,,,,,,,,,,,,,,
1,7,08-07-2020,10,1.33,6.99,17:34:00,Russell,Edwards,22803,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,08-07-2020,10,4.44,6.99,17:36:00,Russell,Edwards,22803,Habanero Peppers - Organic,medium,,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,08-07-2020,22,0.8,6.99,17:53:00,George,Rai,22801,Habanero Peppers - Organic,medium,1,,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,,1,4.04,6.99,13:03:00,Jane,Connor,22801,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,,,,,,,,,,,,,,,,
1,7,11-07-2020,4,1.63,6.99,10:09:00,Deanna,Washington,22802,Habanero Peppers - Organic,medium,1,,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,,Bokashi,,,,,,,,,,,,,,,
,7,11-07-2020,18,2.88,6.99,13:44:00,Jeri,Mitchell,22802,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,11-07-2020,24,1.53,6.99,11:40:00,Dawn,,22801,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
,7,15-07-2020,14,3.88,6.99,18:51:00,,Lopes,,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,15-07-2020,20,4.5,6.99,18:15:00,Valerie,Loftis,22802,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,15-07-2020,21,1.63,6.99,18:43:00,Duane,Sipp,22801,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,18-07-2020,,2.5,6.99,13:30:00,Manuel,Diaz,22821,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,18-07-2020,9,2.16,6.99,13:54:00,Janet,Forbes,22801,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,22-07-2020,1,2.12,6.99,18:45:00,Jane,Connor,22801,Habanero Peppers - Organic,,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,22-07-2020,6,2.28,6.99,18:49:00,Betty,,22803,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,22-07-2020,11,3.06,6.99,18:29:00,Richard,Paulson,22803,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,22-07-2020,19,1.06,6.99,18:44:00,Iva,Kienzler,22804,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,25-07-2020,7,5.71,6.99,10:33:00,Jessica,Armenta,22821,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,25-07-2020,12,1.59,6.99,10:20:00,Jack,Wise,22821,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,25-07-2020,12,2.25,6.99,10:24:00,Jack,Wise,22821,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,25-07-2020,19,0.74,6.99,12:03:00,Iva,Kienzler,22804,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,01-08-2020,11,0.5,,11:43:00,Richard,Paulson,22803,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,05-08-2020,7,4.92,6.99,17:43:00,Jessica,Armenta,22821,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,05-08-2020,16,1.69,6.99,18:22:00,Ada,Nieves,22801,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
1,7,05-08-2020,21,2.27,6.99,18:52:00,Duane,Sipp,22801,Habanero Peppers - Organic,,1,,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,,Bokashi,,,,,,,,,,,,,,,
1,7,05-08-2020,23,4.41,6.99,17:07:00,Alvin,Laurie,22808,Habanero Peppers - Organic,medium,1,lbs,Fresh Fruits & Vegetables,Marco's Peppers,Fresh Focused,Marco,Bokashi,,,,,,,,,,,,,,,
